?x	?p	?y
<http://purl.obolibrary.org/obo/CHEBI_30682>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<http://purl.obolibrary.org/obo/BFO_0000030>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000040>
<https://w3id.org/pmd/co/PMD_0010025>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020251>
<https://w3id.org/pmd/co/PMD_0020205>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000023>
<https://w3id.org/pmd/co/PMD_0020130>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000145>
<https://w3id.org/pmd/co/PMD_0000805>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000034>
<https://w3id.org/pmd/co/PMD_0000916>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000849>
<https://w3id.org/pmd/co/PMD_0000530>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000849>
<http://purl.obolibrary.org/obo/CHEBI_28073>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<https://w3id.org/pmd/co/PMD_0020059>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<https://w3id.org/pmd/co/PMD_0000622>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/OBI_0000070>
<https://w3id.org/pmd/co/PMD_0001021>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<https://w3id.org/pmd/co/PMD_0000934>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000550>
<https://w3id.org/pmd/co/PMD_0020033>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<https://w3id.org/pmd/co/PMD_0050049>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050040>
<https://w3id.org/pmd/co/PMD_0000777>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000981>
<https://w3id.org/pmd/co/PMD_0050085>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050081>
<https://w3id.org/pmd/co/PMD_0000541>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000648>
<https://w3id.org/pmd/co/PMD_0010018>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0010014>
<http://purl.obolibrary.org/obo/CHEBI_27568>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_25585>
<https://w3id.org/pmd/co/PMD_0000888>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000000>
<https://w3id.org/pmd/co/PMD_0020142>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020148>
<http://purl.obolibrary.org/obo/CHEBI_33322>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<http://purl.obolibrary.org/obo/CHEBI_49648>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33319>
<http://purl.obolibrary.org/obo/CHEBI_33314>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_23367>
<https://w3id.org/pmd/co/PMD_0050131>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050050>
<http://purl.obolibrary.org/obo/CHEBI_24859>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_25585>
<https://w3id.org/pmd/co/PMD_0000794>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<https://w3id.org/pmd/co/PMD_0020065>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<https://w3id.org/pmd/co/PMD_0000817>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	_:B637347d4X2Dcd3cX2D4ee8X2D99faX2D65c5f6788fadgenid386
<https://w3id.org/pmd/co/PMD_0020080>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<http://purl.obolibrary.org/obo/BFO_0000023>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000017>
<https://w3id.org/pmd/co/PMD_0000066>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	_:B637347d4X2Dcd3cX2D4ee8X2D99faX2D65c5f6788fadgenid219
<https://w3id.org/pmd/co/PMD_0020226>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000008>
<https://w3id.org/pmd/co/PMD_0020041>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<https://w3id.org/pmd/co/PMD_0050140>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050118>
<https://w3id.org/pmd/co/PMD_0050081>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000546>
<https://w3id.org/pmd/co/PMD_0000586>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000802>
<http://purl.obolibrary.org/obo/CHEBI_33382>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33319>
<http://purl.obolibrary.org/obo/UO_0000000>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000003>
<https://w3id.org/pmd/co/PMD_0000648>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<https://w3id.org/pmd/co/PMD_0000882>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000017>
<https://w3id.org/pmd/co/PMD_0000924>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000773>
<https://w3id.org/pmd/co/PMD_0000655>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<http://purl.obolibrary.org/obo/CHEBI_33349>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<https://w3id.org/pmd/co/PMD_0000054>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000969>
<https://w3id.org/pmd/co/PMD_0050060>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050055>
<https://w3id.org/pmd/co/PMD_0020091>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<https://w3id.org/pmd/co/PMD_0000567>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<https://w3id.org/pmd/co/PMD_0001017>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0001014>
<http://purl.obolibrary.org/obo/CHEBI_27594>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_25585>
<https://w3id.org/pmd/co/PMD_0000613>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000931>
<https://w3id.org/pmd/co/PMD_0000936>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<http://purl.obolibrary.org/obo/CHEBI_25555>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_25585>
<https://w3id.org/pmd/co/PMD_0090052>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050032>
<https://w3id.org/pmd/co/PMD_0000576>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<https://w3id.org/pmd/co/PMD_0010013>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000005>
<https://w3id.org/pmd/co/PMD_0050122>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000661>
<https://w3id.org/pmd/co/PMD_0050000>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000145>
<https://w3id.org/pmd/co/PMD_0050079>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050078>
<http://purl.obolibrary.org/obo/CHEBI_59999>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_24431>
<https://w3id.org/pmd/co/PMD_0020225>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020194>
<https://w3id.org/pmd/co/PMD_0050150>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050149>
<https://w3id.org/pmd/co/PMD_0020249>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020003>
<http://purl.obolibrary.org/obo/BFO_0000008>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000003>
<https://w3id.org/pmd/co/PMD_0000075>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<https://w3id.org/pmd/co/PMD_0020128>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000027>
<https://w3id.org/pmd/co/PMD_0020201>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000146>
<https://w3id.org/pmd/co/PMD_0000589>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000849>
<https://w3id.org/pmd/co/PMD_0090000>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000000>
<https://w3id.org/pmd/co/PMD_0000635>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000015>
<https://w3id.org/pmd/co/PMD_0020237>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020148>
<https://w3id.org/pmd/co/PMD_0020171>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000146>
<https://w3id.org/pmd/co/PMD_0000953>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000635>
<https://w3id.org/pmd/co/PMD_0000660>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000594>
<https://w3id.org/pmd/co/PMD_0020192>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020190>
<https://w3id.org/pmd/co/PMD_0000908>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000899>
<https://w3id.org/pmd/co/PMD_0000552>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000957>
<https://w3id.org/pmd/co/PMD_0000578>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000806>
<https://w3id.org/pmd/co/PMD_0050061>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050055>
<https://w3id.org/pmd/co/PMD_0000771>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	_:B637347d4X2Dcd3cX2D4ee8X2D99faX2D65c5f6788fadgenid363
<https://w3id.org/pmd/co/PMD_0050037>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050004>
<https://w3id.org/pmd/co/PMD_0050047>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050046>
<https://w3id.org/pmd/co/PMD_0000813>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	_:B637347d4X2Dcd3cX2D4ee8X2D99faX2D65c5f6788fadgenid380
<https://w3id.org/pmd/co/PMD_0000788>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000849>
<https://w3id.org/pmd/co/PMD_0000795>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000556>
<https://w3id.org/pmd/co/PMD_0000518>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000015>
<https://w3id.org/pmd/co/PMD_0090005>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000120>
<https://w3id.org/pmd/co/PMD_0000809>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000806>
<https://w3id.org/pmd/co/PMD_0000553>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<https://w3id.org/pmd/co/PMD_0020146>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000023>
<https://w3id.org/pmd/co/PMD_0020188>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0010007>
_:B637347d4X2Dcd3cX2D4ee8X2D99faX2D65c5f6788fadgenid1397	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000848>
<https://w3id.org/pmd/co/PMD_0000911>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000877>
<http://purl.obolibrary.org/obo/CHEBI_17051>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_23367>
<http://purl.obolibrary.org/obo/CHEBI_32594>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<http://purl.obolibrary.org/obo/CHEBI_24061>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_25585>
<https://w3id.org/pmd/co/PMD_0000665>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<https://w3id.org/pmd/co/PMD_0050092>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050091>
<https://w3id.org/pmd/co/PMD_0020203>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000029>
<https://w3id.org/pmd/co/PMD_0000848>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000005>
<https://w3id.org/pmd/co/PMD_0020068>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<https://w3id.org/pmd/co/PMD_0000925>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<http://purl.obolibrary.org/obo/OBI_0000379>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000034>
<https://w3id.org/pmd/co/PMD_0020193>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000030>
<https://w3id.org/pmd/co/PMD_0020129>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000015>
<https://w3id.org/pmd/co/PMD_0020161>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000145>
<https://w3id.org/pmd/co/PMD_0020126>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000890>
<https://w3id.org/pmd/co/PMD_0000573>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000563>
<http://purl.obolibrary.org/obo/CHEBI_33331>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<https://w3id.org/pmd/co/PMD_0000989>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000556>
<https://w3id.org/pmd/co/PMD_0020172>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000030>
<https://w3id.org/pmd/co/PMD_0050057>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050055>
<https://w3id.org/pmd/co/PMD_0050023>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050022>
<https://w3id.org/pmd/co/PMD_0020149>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020000>
<https://w3id.org/pmd/co/PMD_0020089>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<https://w3id.org/pmd/co/PMD_0000644>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000847>
<https://w3id.org/pmd/co/PMD_0000642>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<https://w3id.org/pmd/co/PMD_0090014>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0090012>
<http://purl.obolibrary.org/obo/OBI_0000245>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000040>
<https://w3id.org/pmd/co/PMD_0020036>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<https://w3id.org/pmd/co/PMD_0050064>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050063>
<http://purl.obolibrary.org/obo/CHEBI_33351>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<https://w3id.org/pmd/co/PMD_0050149>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000661>
<https://w3id.org/pmd/co/PMD_0010002>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000639>
<https://w3id.org/pmd/co/PMD_0020004>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	_:B637347d4X2Dcd3cX2D4ee8X2D99faX2D65c5f6788fadgenid587
<https://w3id.org/pmd/co/PMD_0001007>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	_:B637347d4X2Dcd3cX2D4ee8X2D99faX2D65c5f6788fadgenid500
<http://purl.obolibrary.org/obo/CHEBI_33324>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<https://w3id.org/pmd/co/PMD_0000828>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000034>
<https://w3id.org/pmd/co/PMD_0050102>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	_:B637347d4X2Dcd3cX2D4ee8X2D99faX2D65c5f6788fadgenid1291
<https://w3id.org/pmd/co/PMD_0050144>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050101>
<https://w3id.org/pmd/co/PMD_0020114>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000023>
<http://purl.obolibrary.org/obo/CHEBI_194535>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<https://w3id.org/pmd/co/PMD_0025007>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000008>
<https://w3id.org/pmd/co/PMD_0020061>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<https://w3id.org/pmd/co/PMD_0020047>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<https://w3id.org/pmd/co/PMD_0050059>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050057>
<http://purl.obolibrary.org/obo/CHEBI_33375>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33319>
<https://w3id.org/pmd/co/PMD_0000502>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000027>
<http://purl.obolibrary.org/obo/CHEBI_33344>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<https://w3id.org/pmd/co/PMD_0000891>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000027>
<https://w3id.org/pmd/co/PMD_0000624>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000855>
<https://w3id.org/pmd/co/PMD_0000898>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000847>
<https://w3id.org/pmd/co/PMD_0020247>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000877>
<https://w3id.org/pmd/co/PMD_0020094>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<https://w3id.org/pmd/co/PMD_0000807>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000806>
<https://w3id.org/pmd/co/PMD_0000120>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	_:B637347d4X2Dcd3cX2D4ee8X2D99faX2D65c5f6788fadgenid274
<https://w3id.org/pmd/co/PMD_0050130>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050133>
<https://w3id.org/pmd/co/PMD_0020221>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020194>
<https://w3id.org/pmd/co/PMD_0060007>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000033>
<http://purl.obolibrary.org/obo/CHEBI_49637>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_23367>
<http://purl.obolibrary.org/obo/CHEBI_27998>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<http://purl.obolibrary.org/obo/CHEBI_33337>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<https://w3id.org/pmd/co/PMD_0000884>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000931>
<https://w3id.org/pmd/co/PMD_0000907>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000899>
<https://w3id.org/pmd/co/PMD_0000510>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000603>
<https://w3id.org/pmd/co/PMD_0000519>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000015>
<https://w3id.org/pmd/co/PMD_0000121>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	_:B637347d4X2Dcd3cX2D4ee8X2D99faX2D65c5f6788fadgenid287
<https://w3id.org/pmd/co/PMD_0000802>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000015>
<https://w3id.org/pmd/co/PMD_0025010>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000549>
<https://w3id.org/pmd/co/PMD_0000901>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000899>
<https://w3id.org/pmd/co/PMD_0010023>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000016>
<https://w3id.org/pmd/co/PMD_0020231>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020230>
<http://purl.obolibrary.org/obo/UO_0000163>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/UO_1000163>
<https://w3id.org/pmd/co/PMD_0000975>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000023>
<https://w3id.org/pmd/co/PMD_0000611>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000957>
<https://w3id.org/pmd/co/PMD_0050138>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050137>
<https://w3id.org/pmd/co/PMD_0000931>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000104>
<https://w3id.org/pmd/co/PMD_0001018>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0001014>
<http://purl.obolibrary.org/obo/CHEBI_33395>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<https://w3id.org/pmd/co/PMD_0050038>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000888>
<https://w3id.org/pmd/co/PMD_0001040>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/COB_0000035>
<https://w3id.org/pmd/co/PMD_0001022>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<http://purl.obolibrary.org/obo/BFO_0000026>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000006>
<http://purl.obolibrary.org/obo/BFO_0000182>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000015>
<https://w3id.org/pmd/co/PMD_0010016>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0010014>
